Unnamed: 0,sentiment,confidence,label,Content
561,0,0.9997974038124084,Negative,mau refund tiket kirim formulir isi ubah tiket kirim pernah coba kali kali hari berberda tetap sama tulis our system having disruptions at the moment kindly try again later ayo baik sistem refund reschedule tiket walaupun tiket bis berapa aplikasi besar masa kalah sistem sama aplikasi oren
18,0,0.9999181032180786,Negative,sangat kecewa beli tiket dgn paylater reschedule tglnya dr juli juli ibu sakit keras indonesia bel paylater lg kena tagih dobel tiket yg baru ga masalah bayar yg sdh tiket khan sdh rubah sdngkan biaya reschedule rb orang tp say tetap harus bayar paylater yg sdh rubah jadwal khan aneh jadi asa beli tiket jt kalu sya byar dobel sejak malam sampe skrg no tanggap
3801,0,0.9999157190322876,Negative,pihak aplikasi kalau kursi bus nya penuh ikan terang kursi penuh bela bain top up uang kok malah kursi penuh uang yg top up jadi sulit kembali
6505,0,0.9999020099639891,Negative,tahun tahun guna aplikasi intensitas pergi cukup tinggi salah mesan nama fatal akibat arah refund refund potong nya enak semua yg janji aplikasi nya bohong belaka pikir lah guna aplikasi
4091,0,0.9999260902404784,Negative,mohon bantu gak masuk akun verifikasi nomor hape yg lama padahal nomor baru daftar akun
1319,0,0.9999020099639891,Negative,sdh bayar waktu bilang waktu habis
2141,1,0.99982351064682,Positive,aplikasi dg harga hotel murah banyak promo
6033,1,0.9997408986091614,Positive,selalu muas dg guna semua jadi mudah
4113,1,0.9995447993278505,Positive,makin mantap postur yg banyak makin mudah
1817,0,0.99939227104187,Negative,terimakasih sangat bantu saat urgent jalan nengok orang tua teman sakit
3622,0,0.9999215602874756,Negative,tiket hotel lumayan mehong tawar
3346,0,0.9999289512634276,Negative,lu tuh gausah muncul iklan lah tolol gw main dasar anak babi
5861,0,0.999756634235382,Negative,terimakasih byk kerjasamanya uang uda kembali pihak kainya meski tunggu cukup lama
991,0,0.9999216794967652,Negative,banyak kup ga pake banyak point  ga tuker buat apa coba kalo pungsi cuma hias aneh aneh
709,1,0.9997696280479432,Positive,mudah guna informasi lengkap banyak promo
3208,0,0.9995431900024414,Negative,mudah cari hotel tiket pesawat
898,1,0.9989921450614928,Positive,selalu pake kalo mau booking pesawat sangat puas
2900,0,0.9999195337295532,Negative,rasa rugi transaksi tiket pesawat karna jadi refun tiket malah suruh bayar biarin kena ojk
2670,0,0.9999011754989624,Negative,sungguh aneh entah apa jadi nilai limit pakai juta cicil limit pangkas sisa juta bayar pernah sekalipun telat status akun situ tera sehat bayar sehat lantas apa jadi landas turun limit apa maksud kalian pakai limit nya habis lalu tinggal
5006,0,0.9998788833618164,Negative,sangat kecewa pesan tiket pesawat tuju timika jambi tggl undur jadi tggl timika makasar yg dai makassar jambi tggl kan gc masuk akal walaupun redfun tetap rasa rugi karna uang utuh jangka redfun nya lama sekali sangat kecewa
2625,0,0.999927282333374,Negative,min apk ko abis updute gak buka megegeggg gak dipake
3129,0,0.981730580329895,Negative,baru pertama kali coba so far is good
5594,0,0.9999264478683472,Negative,sumpah alam pakai aplikasi sangat buat kecewa krna mes claim semua kupon bonus kupon return besar dana balek kan krna kemaren tanggal takut kalau telat pergi lanjut sekolah layar jadi ambil terbang jam jam pagi info sekolah tetap pakai cara online ngzoom rumah batal mesan pesawat medan jakarta
6341,0,0.9994632601737976,Negative,memang mantap sangat bagus rekomen buat temen masalah apa cepet lama beres pokoke sangat tq travloka
1555,0,0.9999136924743652,Negative,meleset payleter g tuju padahal udh langgan
1000,0,0.9997870326042176,Negative,mantap proses cepat terimakasih wassalam
2469,1,0.9992579817771912,Positive,buat hidup lebih warna mudah semua butuh
5201,1,0.6664175391197205,Positive,sangat cocok bagus aman mantap pak security nya
5106,0,0.9999223947525024,Negative,buruk sekali bayar e tiket ga keluar malah blg verifikasi tunda akhir diblg batas waktu habis lalu uang ku ntah tel chat cs ga yg balas malah bot fungsi cs buat apa uang mau refund gabisa verifikasi aja blm uang dikemanain
920,0,0.9458962678909302,Negative,aplikasi yg tak dua sangatt bantu butuh tiket terbang
1548,0,0.9998014569282532,Negative,update ubah jam terbang terupdate aplikasi pemberitahuan pemberitahuan via wa sangat rentan scammer jadi saran ubah update harus langsung aplikasi
2098,0,0.999897837638855,Negative,lumayan cuman paylaternya yg tdi jt jdi jt gimana
4621,0,0.9999275207519532,Negative,sangat sangat sangat kecewa buat orang susah
5129,0,0.9997866749763488,Negative,terimakasih terima perhati komplain moga tetap jadi pilih nomor aplikasi traveler
1213,1,0.9996898174285888,Positive,app sangat bantu sangat sayang aja harga tiket tampil murah saat capek capek isi semua data pas mau bayar harga naik x lipat
1464,1,0.999756157398224,Positive,aplikasi sangat bantu mudah pesan tiket sini terima kasih
1727,0,0.9999176263809204,Negative,mudah buat cari inap kondisi desak tengkiyuuu
1603,0,0.9998606443405152,Negative,sangat mudah dapat ticket perlu ribet cukup tekan semua selesai
1814,1,0.999607503414154,Positive,allah enakedak waa tahun jawab indah dlm hidup tahk rindu pada langka sia sia amin
3420,0,0.9998226761817932,Negative,bagus banyak promo sangat baik
2608,1,0.9991135001182556,Positive,aplikasi sangat bantu utk mudah pesan hotel sesuai dg pilih
4799,0,0.9999222755432128,Negative,sangat buruk hati hati beli hotel rental mobil harga nya semua gak jelas utama rental mobil perhati baik baik bayar luar harga tawar luar bensin pasti daerah zona zona nya aama bensin betul dapet rental patok kota bensin ribu udah isi htai hati mengunakan saran buat peebaikii terima kasih update udah hubung gak solusi tetep buruk jwaban ulang ulang
1536,0,0.9999303817749025,Negative,akun paylater sy ga apa apain tiba tiba blok ga maju sama aja main konsumen alas transaksi curiga orang ga transaksi apa emang ga apa cek sistem teamterkaiteror
5124,0,0.9999096393585204,Negative,saat daftar suruh masuk kode terkhir nomor yg telpon sms laku ulang ulang kali tetap gagal mohon mudah dalam daftar
2124,0,0.9998559951782228,Negative,sering banget booking apa pake tulis dapat poin sekian ribu tp setalh cek poin ttp gmn maksud
4466,0,0.9999340772628784,Negative,jdi drivernya pas mau bangkrut uang pndaftaran hilng parah gaya tipu nya
6790,0,0.9998252987861632,Negative,mudah mes tiket kereta api
1918,1,0.658096969127655,Positive,kasih bintang pasang hp biar siap pake nya
2191,0,0.999906063079834,Negative,sangat muas bijak refund uang kembali banyak alas lama sabar uang kirim
706,1,0.9997958540916444,Positive,proses cepat mudah sukses terus promo tiket murah jangan pelit pelit donk
2767,0,0.9999221563339232,Negative,sih sekian tahun pakai aja tetiba sekarang aplikasi bukan lelet bahkan ga pakai bukan soal sayang point susah pakai butuh
653,1,0.982799768447876,Positive,sangat bantu top deh pokok
1090,0,0.9999258518218994,Negative,buruk lepas tanggung jawab atas keluh customer
2206,0,0.9999197721481324,Negative,emang udah gk menu bioskop apa gimana
3648,0,0.99977844953537,Negative,sangatt bantu bagus n hrga lumayan
1122,0,0.9997984766960144,Negative,penggunaaanya mudah refund proses cepat
6531,0,0.9959631562232972,Negative,sangat puas layan semua lancar
3366,0,0.9999343156814576,Negative,kecewa banget mau pesan experience pake paylater gak alas aman padahal lama sy tdk pernah masalah tbtb jadi gin rasa malas banget pdahal sy guna lama
5784,1,0.9998319149017334,Positive,kasih bintang harap sama teman teman selamat paru paru dunia
6462,0,0.9999163150787354,Negative,selalu sulit daftar akun paylater awal masalah kait ktp jelas suruh reupload npwp bpjs upload tetap muncul tulis pernah daftar paylater informasi milik akun paylater kalau sila nonaktif aku satu langgan setia booking tiket aplikasi sangat sulit kecewa
6710,0,0.9997537732124328,Negative,baik pemberitahuan cancel cepat dr yg
999,0,0.9998791217803956,Negative,ffcc h bu bu kok k
4060,0,0.9999244213104248,Negative,update baru banyak iklan pop up tutup layar tubi tutup layar apa an mau pesan hotel dgn cepat sj
5185,1,0.9994816184043884,Positive,moga terus jaya lebih banyak bonus
5330,1,0.9996281862258912,Positive,sangat bantu segala yg hubung travelling
1578,1,0.9997515082359314,Positive,always be sukses for you
1426,0,0.9999234676361084,Negative,aplikasi buruk terlalu ribet mutar sana sini kembali dana refund harus nya jadi hak punya dana
6390,1,0.9995785355567932,Positive,sangat bantu bonus diskon bagus
5450,1,0.9973942041397096,Positive,sangat bantu dah lama dpt htga yg berbalaoi
2463,0,0.9981220364570618,Negative,ckup cpat untk selesai beli
5229,0,0.999902367591858,Negative,kecewa paylater sistem analisa kredit histori belum kerja usaha yg gaji tanggal set tanggal jatuh tempo belum tgl kemudian hire usaha salary lebih tinggi tanggal gaji akhir bulan aju ubah tanggal jatuh tempo tolak beberapa kali hitung telat hari limit nya turun ga solusi kait
5688,0,0.9998099207878112,Negative,sangat bantu sangat puas sangat bagus
680,0,0.9999221563339232,Negative,kok ga buka hp xiomi
2031,0,0.999915599822998,Negative,kecewa banget layan kemaren persen inap sampe lokasi kata full lalu minta relokasi akhir relokasi inap habis otw inap sebut udah sampe full habis minta relokasi akhir pilih refund aja mana nunggu hari kerja pasti data app inap biar gak jadi kaya gin udah d relokasi hotel kain nyata sampe full hotel mana udah muter muter habisin jam jam
4626,0,0.999903917312622,Negative,makasih email reminder minta no rek refund transaksi tahun terus terikirim baru ngeh
2898,0,0.9999237060546876,Negative,kasi tau donk no telf cs nya mo minta uang balikin
4513,1,0.9930583238601683,Positive,jan bikin orang dampar negara
1299,1,0.9995774626731871,Positive,lalu bagaimana pesan tiket pesawat bayar tiket layan baik baik terimakasih moga sukses tipu orang ikut
6355,0,0.9999300241470336,Negative,udh diupr palah ga bs buka
6331,0,0.9999306201934814,Negative,rescedule bayar mahal refund lama ampas ampass
6479,0,0.9999334812164308,Negative,aplikasi bukan nya mudah malah sulit booking jauh hari pass tiba lokasi malah full aku mau wisuda besok nya orang tua udh jalan kirain pass org tua nyampe langsung istrahat gitu pejalnan jauh malah bikin ribet sama aplikasi
5588,0,0.9998849630355836,Negative,hari update app kok malah gak masuk buka yg lancar app p a coba uninstall dulu mungkin waktu update yg error betul install ulang jadi joosss lancarrrr
5191,1,0.9995689988136292,Positive,mantap transaksi cepat tiket cepat terbit
5788,1,0.9992260932922364,Positive,salam kenal mau cari tante puas puas aku siap guna budak nafsu tante
2696,0,0.999909520149231,Negative,ga pernah gagal cari hotel tiket pesawat tiket kereta pakai aplikasi top
3119,0,0.9998154044151306,Negative,travelloka jangan pesan apa hotel aplikasi travelloka hr h chek in jangan alih oper aplikasi travelio aplikasi nya pesan aplikasi tp oper aplikasi
748,0,0.9998812675476074,Negative,aplikasi nya sangat bantu buat travelling
73,0,0.9999322891235352,Negative,daftar pylater ga pernh hasil tolak terus
965,0,0.9999384880065918,Negative,tiket udh bayar tiba tiba batal mau reschedule malah aplikasi ganggu terus gimana nih
4439,1,0.9993351101875304,Positive,mantap bs pilih tempat duduk
6235,0,0.9999102354049684,Negative,sangat kecewa sama aplikasi nya lelet bgt lebih baik pindah yg
3402,1,0.9993498921394348,Positive,sangat cocok buat lebih simpel
4702,0,0.9997835755348206,Negative,tingkatkna layan lebih biak bagus lebih praktis antri riber
5890,0,0.9999133348464966,Negative,aplikasi eror top up uang jga gak
5107,0,0.9999217987060548,Negative,sekarang ga cek in lalu aplikasi
2181,1,0.974234938621521,Positive,lebih mudah tamasya lokal kota tangerang
3037,0,0.9999133348464966,Negative,semua jadi mudah perlu antri gaess terimakasih
2075,0,0.999926209449768,Negative,update fitur bioskop nya gak yaa
6917,0,0.9999004602432252,Negative,tiket paling murh sllu ad app
1728,0,0.9999216794967652,Negative,kali pesan tiket pesawat hotel pasti tgl bulan benar pas pesan malah salah bulan salah tgl lah gimana telfon customer service malah tdk bantu sama sekali
6416,1,0.998444139957428,Positive,mudah dlm mesan mengakomodir semua transportasi umum
751,0,0.9998804330825806,Negative,sangat kecewa karna belli tiket pesawat air asia refund uang keluarga aku hangus juta lebih kalau emang pelanyanan baik mohon bantuanya
2993,0,0.6202554106712341,Negative,mau libur jd gampang banget terima kasih
5918,1,0.9549893140792848,Positive,recomendet banget paylater nya sangat bantu mungkin tambah kan paylater top up pulsa token listrik mohon respon yah admin
4283,1,0.9505295753479004,Positive,sangat bantu sekali mudah guna lengkap
3806,0,0.9997521042823792,Negative,lah pihak manajemen kalau ubah jadwal terbang pemberitahuan jelas temen booking tiket ubah jadwal notifikasi gak jelas harus reefund untung cek aplikasi maskapai sendiri alhamdulillah jadwal baharu seberang
3996,0,0.9999043941497804,Negative,aplikasi kaga jelas tiba paylater ga guna beli hahaha kocak
6321,0,0.999868631362915,Negative,buka hotel aja sllu lg k beranda payah
2890,0,0.9998477697372437,Negative,terima kasih sangat bantu libur tahun
3699,0,0.99796462059021,Negative,lebih proporsional info terbang yg reschedule maskapai perlu usah kerja sama lion air
6225,0,0.9999117851257324,Negative,konfirmasi reschedule utama tlp dulu jgn by wa email
5008,0,0.9998908042907716,Negative,bagaimana cara refund tiket pesawat terbang
5249,0,0.9998242259025574,Negative,beri informasi kena layan sifat publik
5378,0,0.9999178647994996,Negative,woi mes tiket buat bayar tp knp tdk kode qr nya padahal sudh beli tiket tgl maret solusi
167,0,0.9998682737350464,Negative,lemott bangetttt padahal wifi on paraaahhhh baik dong jaring nya
1003,0,0.9999127388000488,Negative,gak rekomendasi jangan pernah download
3887,0,0.9999196529388428,Negative,tiba tiba akun sya nonaktif
382,0,0.9999343156814576,Negative,aplikasi ga jelas udah update cek tiket malah ga sedia makin hari makin update makin ga jelas
3006,0,0.9999295473098756,Negative,klo mau ganti hotel matiin hp
2462,0,0.999929904937744,Negative,bgs tp terlalu sering muncul iklan hp jd sebel
3296,0,0.9998898506164552,Negative,see ku bnkekjjyrnuny m jbnnijvy
412,0,0.9999136924743652,Negative,kan coba daftr payletr ko tolak si kan ngisi data benar data msh bgs
4539,0,0.9999240636825562,Negative,mngecewakan refund smpe detik tdk jelas
1819,0,0.9017168879508972,Negative,layan sangat muas customer fast respon wlu kadang byk harga yg jauh bawah tp lbh pilih mau reschedule cancel sangat bantu sm cs nya sll solusi tiap kendala muas
6914,0,0.9998331069946288,Negative,masuk siap bayar via bsi
5334,0,0.9998667240142822,Negative,blom pakai payleter kak bpk ibu adek
3852,0,0.9999163150787354,Negative,sudah kontrak colaborasi uang aplikasi uang ga jelas banget gabisa narik dana premium dulu lah lah lah
5774,0,0.9999254941940308,Negative,bagis cuma buka hotel nya error
6988,0,0.9999185800552368,Negative,cerito can i m centro
4592,0,0.9999302625656128,Negative,aga kecewa sih sma limit lngsung turun gara sya pakai semua limit buat apa ksih btas limit klo gtu
2097,0,0.9996362924575806,Negative,booking hotel gasengaja transfer kali langsung hubung cs nyata gercep banget langsung bantu hubungin pihak hotel gasampe hari uang direfund utuh potong good job
6694,0,0.9996349811553956,Negative,sssuai nama say atas uninstal aplikasi tambah kartu debit aju paylater dito halus data sekali jangan salah guna semua luar tanggung jawab ingat
272,0,0.9997151494026184,Negative,jl i u ui ki julio
2564,0,0.9998948574066162,Negative,harus kalo ngasih limit ga usah batas penggunanaan malah limit beku harus buat langgan se nyaman mungkin dong
5808,0,0.9999102354049684,Negative,bukan tambah bagus tambah ribet buat bayar sekarang ga rekomended mending aplikasi yg hapus aplikasi sekian lama pakai aplikasi snagat kecewa
4120,0,0.9999018907546996,Negative,wewtr td te eeeetee te fee ttt
2903,0,0.9998767375946044,Negative,kecewa dgn layan sdh oder hotel sdh laku bayar sdh bukti bayar voucher terbit dgn alas kamar habis jual cek aplikasi nyata msh tawar solusi yg pertama relokasi refund yg relokasi hotel sangat kecewa tawar hotel yg banding dgn hotel yg oder memang kendala aplikasi oknum yg sengaja terbit disalahgunakan
1770,0,0.9997768998146056,Negative,lebih umum umum hari hari ni memang tak ml
3835,0,0.9999369382858276,Negative,daftar paylater susah minta ampun pesan hotel bayar chek in jg ribet
1848,1,0.998928964138031,Positive,oke aplikasi bagus mudah buat guna amin
5862,1,0.9993419051170348,Positive,aplikasi sangat bagus cs nya sangat bantu beli voucher hotel kode reservasi jadi inap cs bantu ubah jadwal refund meski pihak hotel tolak refund hasil melobby ganti dana inti keluh mudah cepat sukses terus terimakasih bantu
4669,1,0.9998108744621276,Positive,good masuk koperasi gebyar apa orang orang dekat orang kenal menang hadiah gebyar adil bijaksana buat semua ikut koperasi gebyar semua butuh hadiah gebyar
6959,1,0.9990947246551514,Positive,kalau tambah tiket kapal laut pak
6610,0,0.9999258518218994,Negative,sangat kcewa skli versi bru ga loding
5775,0,0.999915361404419,Negative,pas buka aplikasi langsung suruh update padahal baru update minggu kemaren aneh sering error pas check jadwal hotel sedia
2912,0,0.99993634223938,Negative,sistem trf nya gak beres transaksi gagal terus
1215,0,0.999915361404419,Negative,aplikasi ganggu terus utk hari tanggal juni
2843,1,0.9997807145118712,Positive,sangat bantu paylater nya mudah an dapet lima gede makasih
1530,1,0.988373339176178,Positive,sekarang fitur beli bioskop ga
6552,0,0.9999206066131592,Negative,aplikasi kandung virus bobol data nasabah
4050,1,0.9997929930686952,Positive,d triloka semua jadi lebih baikk
1212,0,0.9999057054519652,Negative,apk nya bagus hrga sja bingung dg kriteria paylater nya bayar saldo aku gak
830,1,0.9997861981391908,Positive,alhamdulillah proses mudah aman terima kasih
5929,1,0.9994957447052002,Positive,temu tiket pesawat yg murah pikir memang tiket murah yg cari nyata ketemu aplikasi maaf
2413,0,0.9999343156814576,Negative,jengkel aja soal mau login akun susah paksa login akun yg sama sekali klik pdahal aku mau login akun coba uninstall kali habis waktu jam baru sadar waktu coba login hadap kamera
5356,0,0.9999234676361084,Negative,sistem refund bila pilih utk transit pesawat rugi customer tiket pesawat dua kena reschedule maskapai tiket pesawat pertama kena imbas paksa self refund total refund harga tiket kena pangkas banyak trus utk apa naik pesawat bila tuju utama sesuai jadwal sangat kecewa cs nya cuma alas bijak usaha ulang
4838,0,0.999934196472168,Negative,mengcewakan telpon terus sangat menganggu
2711,1,0.9637053608894348,Positive,cepat simple mudah kerja terima kasih
591,0,0.9996752738952636,Negative,ngga terang pesawat apa yg mau booking
2119,0,0.9999330043792723,Negative,iklan mulu hp w ganggu tau
2425,0,0.9999148845672609,Negative,tampil desain bikin pusing kayak web dinas
2853,0,0.9999117851257324,Negative,aju tolak paylater sm pinjam kurang bagus
3735,0,0.999925136566162,Negative,kok g bs d install klu mslh memori udh bsar kk gb kok msih g bs d install
2867,0,0.995441436767578,Negative,cepat mudah percaya good job
2013,0,0.9973819851875304,Negative,sangat bantu kunjung kota cari fasilitas upa hotel tranportasi tambah wawas mudah jalan beri pilih akomodasi
4839,1,0.9989677667617798,Positive,parzan liparta is the best
4081,0,0.9998971223831176,Negative,kecewa bget dr mendaptkan limit jt turun juta pakai memang max tak pernh telat bahkan selalu bayar sblm jatuh tempo
4759,0,0.9997866749763488,Negative,tambah fitur pilih kamar dgn jenis bed beda mesan kamar hotel yg lebih kamar biar tambah keren mes kamar hotel lebih kamar jenis bed yg beda laku x mesan tdk x mesan mes kamar dgn kamar double bed kamar twin bed laku x laku x mesan nyaman kurang inovasi
4109,0,0.999865174293518,Negative,koneksi internet kepala bapak kau tu tak
3290,1,0.9998148083686828,Positive,ada app sangat bantu dlm mesan tiket semua jd gampang n mudah terima kasih
1060,0,0.9997959733009338,Negative,respon refund baik makasih min
5635,0,0.9999216794967652,Negative,terlalu kecewa sistem eror hari tdk selesai konsultasi hari tak solusi sdh install ulang sama lebih baik tinggal cari yg yg lebih baik maaf
2497,0,0.980657160282135,Negative,sangat bantu mudah apa ingin
2745,0,0.999935269355774,Negative,aplikasi sekarang sering sekali lemottt utk cek tiket sja susah tdk bsa connect
6339,1,0.9963395595550536,Positive,sangat rekomendasi jalan pribadi via apa sangat mudah proses cepat refund cepat mantap
5576,0,0.9999247789382936,Negative,pikir pake buat jemput bandara paraah sih tlp optr g masak suruh nunggu jam buat nunggu jawab ampe sekarang blm jawab tau ga solusi dr cs nya nama adi suruh naek transportasi ampe skg refund bom jgn pake
6904,1,0.999384880065918,Positive,sangat akurat bantu soal jalan inap
4371,0,0.6906120777130127,Negative,super sekali sangat bantu jalan lama alhamdulillah langgan cukup lama sukses selalu
2763,1,0.9996392726898192,Positive,luar biasa cara kerja cepat
3100,0,0.9999297857284546,Negative,layan sangat baik mudah mesan terimakasih
6978,0,0.9999282360076904,Negative,cepet proses nya terima kasih
3763,1,0.9997919201850892,Positive,senang aja guna aplikasi beli tiket pesawat hotel
6000,0,0.9998983144760132,Negative,beli tiket kereta api malah tinggal kereta api padahal booster pas periksa mau masuk ruang tunggu tugas larang masuk karna tunjuk bukti vaksin booster atur perintah ubah apabila laku booster silah lauk jalan guna kereta api pesawat
5802,1,0.9947338104248048,Positive,aplikasi sangat bagus pesan tiket
2736,0,0.999784767627716,Negative,terkadang harga lebih mahal drpd belah jgn lupa banding pesan
5024,0,0.9999122619628906,Negative,bayar kartu kredit alami selalu masalah transaksi hasil terus bank terbit padahal masuk jatuh tempo akhir alami lambat bayar padahal laku bayar tgl maret layan konsumen call center laku konsumen milik pesan transaksi aktif lebih apabila masalah lalu chat respon sangat lama sangat layak hapus aplikasi
6347,1,0.924149215221405,Positive,sangat mudah praktis pesan tiket jalan hotel
1813,0,0.999936819076538,Negative,aplikasu gak mutu kapok uninstall blass
4666,0,0.9990195035934448,Negative,terimakasih yg gercep tangan refund aju refund tgl maret tgl maret dana sdh masuk rekening terimakasih
1018,0,0.993848979473114,Negative,beri mudah jalan banyak promo nya
6433,0,0.9999033212661744,Negative,tiket batal maskapai gilir refundvatau rescheduling aplikasi error melulu
1377,1,0.9998268485069276,Positive,keren bantu bgt buat yg suka travelling keren pokok playanannya
4680,0,0.9151015877723694,Negative,aplikasi sangat bantu mudah pembokingan hottel
872,1,0.9997462630271912,Positive,aplikasi mudah beli tiket pesawat
2003,0,0.9999340772628784,Negative,mau verifikasi beli aja lama banget padahal internet stabil ampas
6503,0,0.9866199493408204,Negative,aplikasi update kena hotel yg bekerjasama
4944,0,0.982117474079132,Negative,paylater sy nonaktif alas pandemi sekarang udah new normal aja ga aktif bayar selalu tetap waktu pakai sehat bayar sehat
782,0,0.9998902082443236,Negative,beli tiket kata dapet poin eh pas udh beli malah poin nol mana kaga jelas
5920,0,0.9999146461486816,Negative,klik hotel aplikasi langsung keluar
6484,0,0.999937891960144,Negative,habis update kok virtual number payleter malah ga pake padahal kan baru naek limit level masa malah ga dipake sii
236,0,0.984607994556427,Negative,aplikasi buka pesan tiket bus selalu buka
5569,0,0.9996864795684814,Negative,gk guna ne aplikasi limit jt bayar pernah telat tiba turun limit jadi terimakasih
6483,1,0.9919438362121582,Positive,px trveloka bagus lncar pmbyrn jg poko e bagus
5591,0,0.9999326467514038,Negative,kok aplikasi gak buka muncul tulis aja baru gak payah
1390,0,0.9999111890792848,Negative,refund lebih hari kerja kembali gk berkah kamu
1842,0,0.9999165534973145,Negative,bantu nomor lama verifikasi tak pakai nomor lama
4728,0,0.9999033212661744,Negative,menang banyak nih aplikasi bikin pesan gak rescedule ga refund uang pesan ga balik
4736,1,0.996073603630066,Positive,makin baik trimakasih atas mudah
5634,1,0.9981452226638794,Positive,sangat mudah praktis mengunakan aplikasi trveloka
4329,1,0.9997567534446716,Positive,banyakin promo guna paylater dunk
5396,0,0.9987987279891968,Negative,sekarang kalo mau pesan tiket bioskop lg min
4361,0,0.9999128580093384,Negative,aplikasi ny susah refund sangat kecewa
2791,0,0.9999237060546876,Negative,bolak balik verifikasi data sampe x ujung tolak alesan poto ktp sama selvi orang ga sama baru nemu aplikasi kayak gin mungkin mau php sama paylaternya
472,1,0.9912744164466858,Positive,mana bukti bayar tiket kereta api jakarta bandung
6787,1,0.9595638513565063,Positive,aplikasi mudah paham proses mesan tiket aman cepat
4802,0,0.999923586845398,Negative,proses refund lama n biaya potong banyak pdhl blm satu hari batal krn salah tgl ato bulan hati
1895,0,0.9999316930770874,Negative,harga nya tiba naik pemiligan seat paut hampir ribu
1871,1,0.9988609552383424,Positive,saran aja nih fitur filter tambah short by rating pilih rating utk atas misal sama kasih fitur utk total harga cari jadi klo mau nginap ato ato lebih malam langsung tau total harga searching hotel sangat mudah guna
317,0,0.999886393547058,Negative,cukup lama pakai aplikasi pernah dapet reward apa apa
5114,1,0.9992209672927856,Positive,pas mau bayar pake mbanking mandiri ato bca malah baik pdhal udh war tiket pas udh nunggu waktu biar bs bayar tiba rudah jd baik lg dibenerin dong
3507,0,0.9999152421951294,Negative,konfirmasi klo ubah harga hotel inap hotel selalu minta biaya tambah
1457,0,0.9994205236434937,Negative,terimakasih respon layan sangat baik harga sesuai amanah
3578,0,0.999935507774353,Negative,kecewa bngt aju refound terus aja suruh nunggu buruk apart sudh oprasional blok aplikasi banyak korban yg tipu aju refound slow res pihak nya bahkan sampe dana mending kalo nominal uang kecil ga masalah dong pihak bnyak bnyak evaluasi guna baru sangan kecewa buat jera sekali
6045,0,0.99965238571167,Negative,mnt tlg utk bayar dgn kartu kredit hrsnya lebih hati lg krn pas udah masuk data kartu tiket hotel udah langsung kebel hrsnya ad kode otp masuk lebih aman punya kartu kredit tlg perhati depan tambah besar besar lg mhn masuk timbang tks
333,1,0.9990648627281188,Positive,jd lebih mudah senang terimakasih bantu saat sulit
6968,0,0.9999302625656128,Negative,no hp blokir kok gk ganti verifikasi lewat email aja sungguh aneh
1281,0,0.9999362230300904,Negative,pertama kali nya pakai voucher malam kamar cuma byr
30,0,0.9999340772628784,Negative,lama lama jelek bgt aplikasi kmrn beli tiket pesawat pke aplikasi tulis blm pesan aktif skrg mau sen tiket dapat masalah koneksi ga recomended lama lama aplikasi
2525,0,0.998905062675476,Negative,beri contoh klw mau order tiket pesawat k luar negeri
2573,0,0.99993634223938,Negative,aplikasi apa error kemaren mau guna kok restart terus akhir sebel aq hapus sekarang q download lambat banget henti g gerak
3135,0,0.9352004528045654,Negative,lebih mudah cari tiket apa d
5457,0,0.9998403787612916,Negative,hati klo pakai aju payletter malah data sebar lgsg uninstal mending pakai yg jgn pakai
1686,1,0.9998553991317748,Positive,bagus moga amanah makin sukses
1809,1,0.9997872710227966,Positive,keren apl sangat bantu sy
5773,1,0.9969843029975892,Positive,sangat bantu penting traveling booking hotel tiket pesawat
